study_id,esvd2_0_biome,esvd2_0_ecozones,esvd2_0_ecosystems,es_1,countries,continent,scale_of_site,protection_status,site_area_in_hectares,ecosystem_condition,latitude,longitude,valuation_methods,value_year,beneficiary_unit,number_of_beneficiaries,int_per_hectare_per_year,year_pub
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,MP,2014,total,NA,150.68,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Regulation of water flows,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,MP,2014,total,60000,168.63,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Regulation of water flows,Mali,Africa,Local,No protection,171884.2,Intermediate,14.522725,-4.174451,MP,2014,total,60000,23.24,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Maintenance of soil fertility,Mali,Africa,Local,No protection,171884.2,Intermediate,14.522725,-4.174451,MP,2014,total,60000,23.3,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Maintenance of soil fertility,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,MP,2014,total,60000,32.77,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Maintenance of soil fertility,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,MP,2014,total,60000,40.59,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Maintenance of soil fertility,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,MP,2014,total,60000,45.33,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Maintenance of soil fertility,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,MP,2014,total,60000,58.61,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Maintenance of soil fertility,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,MP,2014,total,60000,73.45,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Climate regulation,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,DC,2014,total,NA,81.96000000000001,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Climate regulation,Mali,Africa,Local,No protection,125530.7,Intermediate,14.522725,-4.174451,DC,2014,total,NA,767.9499999999999,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Climate regulation,Mali,Africa,Local,No protection,125530.7,Intermediate,14.522725,-4.174451,DC,2014,total,NA,2760.22,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Climate regulation,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,DC,2014,total,NA,234.59,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,MP,2014,total,60000,851.31,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,MP,2014,total,60000,49.54,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,MP,2014,total,60000,56.98,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,MP,2014,total,60000,59.98,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,125530.7,Intermediate,14.522725,-4.174451,MP,2014,total,60000,34.230000000000004,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,125530.7,Intermediate,14.522725,-4.174451,MP,2014,total,60000,42.42,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,125530.7,Intermediate,14.522725,-4.174451,MP,2014,total,60000,47.190000000000005,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,MP,2014,total,60000,11.34,2015
1137,Tropical and subtropical forests,Tropical and subtropical dry forest,Tropical dry forest,Raw materials,Mali,Africa,Local,No protection,46353.5,Intermediate,14.522725,-4.174451,MP,2014,total,60000,14.2,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Regulation of water flows,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,MP,2014,total,NA,5.38,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Regulation of water flows,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,MP,2014,total,NA,127.49000000000001,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Climate regulation,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,SC,2014,total,NA,134.88000000000002,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Climate regulation,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,SC,2014,total,NA,4.67,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,CV,2014,total,NA,19.5,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,CV,2014,total,NA,10,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,CV,2014,total,NA,11.360000000000001,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Regulation of water flows,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,MP,2014,total,NA,118.5,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Waste treatment,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,5.14,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Waste treatment,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,4.73,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,46353.5,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,15.83,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,128.5,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,144.73,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,169.02,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,128.5,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,140.07,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,149.52,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,5.98,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,7.98,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,9.67,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,135.91,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,151.56,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,175.44,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,135.91,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Raw materials,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,146.9,2015
1136,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Waste treatment,Jordan,Asia,Sub-national,No protection,379995,Intermediate,32.169445,36.183862,Multimetodologia,2014,total,NA,155.93,2015
1134,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Regulation of water flows,Botswana,Africa,Sub-national,Partially protected,3930000,Intermediate,-26.020139,22.400862,Multimetodologia,2013,total,50400,9.83,2014
1134,Rangelands and natural grasslands,Tropical and subtropical savannas,Tropical and subtropical savannas,Food,Botswana,Africa,Sub-national,Partially protected,2450000,Intermediate,-26.020139,22.400862,Multimetodologia,2013,total,50400,1.99,2014
1133,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Opportunities for recreation and tourism,Slovakia (Slovak Republic),Europe,Local,Protected,2450000,NA,48.1579,17.0906,CV,2015,person,NA,1.74,2015
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Opportunities for recreation and tourism,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,Multimetodologia,2011,total,NA,49.220000000000006,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Opportunities for recreation and tourism,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,Multimetodologia,2011,total,NA,50.55,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Opportunities for recreation and tourism,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,Multimetodologia,2011,total,NA,52,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Opportunities for recreation and tourism,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,Multimetodologia,2011,total,NA,52.760000000000005,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Opportunities for recreation and tourism,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,Multimetodologia,2011,total,NA,29.95,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Opportunities for recreation and tourism,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,Multimetodologia,2011,total,NA,27.6,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Opportunities for recreation and tourism,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,Multimetodologia,2011,total,NA,25.830000000000002,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Opportunities for recreation and tourism,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,Multimetodologia,2011,total,NA,23.93,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Opportunities for recreation and tourism,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,Multimetodologia,2011,total,NA,22.939999999999998,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Opportunities for recreation and tourism,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,Multimetodologia,2011,total,NA,47.449999999999996,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Climate regulation,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,MP,2011,total,NA,16.38,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Food,Romania,Europe,Local,Protected,1077,NA,47.749,24.5158,MP,2011,total,NA,991.4,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Climate regulation,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,MP,2011,total,NA,16.45,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Food,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,MP,2011,total,NA,67.51,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Food,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,MP,2011,total,NA,66.86999999999999,2016
1126,Temperate forest and woodland,Temperate deciduous forest,Temperate mountain forest,Food,Romania,Europe,Local,Protected,133354,NA,47.749,24.5158,MP,2011,total,NA,66.5,2016
